Machine Error Code;Error Text;MES error Code
OFL168;OffLoader detected degate location pin up failed;6968
OFL169;OffLoader detected degate location pin down failed;6969
OFL170;OffLoader Top Brush move to OUT (MidPlate Up) position failed;6970
OFL171;OffLoader Bottom Brush move to OUT (MidPlate Up) position failed;6971
OFL172;OffLoader Top Brush detected worn out;6972
OFL173;OffLoader Bottom Brush detected worn out;6973
OFL174;OffLoader Top Brush detected abnormal low friction;6974
OFL175;OffLoader Bottom Brush detected abnormal low friction;6975
OFL176;OffLoader Top Brush detected abnormal dac,  please check brush position;6976
OFL177;OffLoader Bottom Brush detected abnormal dac,  please check brush position;6977
OFL178;OffLoader detected LoaderY move to REJECT position failed.;6978
OFL179;OffLoader detected LoaderZ move to PRP position failed.;6979
OFL180;OffLoader detected No available reject tray;6980
OFL181;OffLoader detected reject unit present behind press;6981
OFL182;OffLoader detected press reject tray is not fully insert;6982
OFL183;OffLoader X move to RFID position failed;6983
OFL184;OffLoader Y move to RFID position failed;6984
OFL185;OffLoader Wait Host Reply Timeout;6985
OFL230;OffLoader detected X Channel control error;7030
OFL231;OffLoader detected X Channel search timeout error;7031
OFL232;OffLoader detected X Channel hit limit sensor error;7032
OFL233;OffLoader detected X Channel encoder fault error;7033
OFL234;OffLoader detected X Channel driver fault error;7034
OFL235;OffLoader detected X Channel exceed software position limit error;7035
OFL236;OffLoader detected X Channel open wire fault error;7036
OFL237;OffLoader detected X Channel velocity jump error;7037
OFL238;OffLoader detected X Channel RTC overload error;7038
OFL240;OffLoader detected Y Channel control error;7040
OFL241;OffLoader detected Y Channel search timeout error;7041
OFL242;OffLoader detected Y Channel hit limit sensor error;7042
OFL243;OffLoader detected Y Channel encoder fault error;7043
OFL244;OffLoader detected Y Channel driver fault error;7044
OFL245;OffLoader detected Y Channel exceed software position limit error;7045
OFL246;OffLoader detected Y Channel open wire fault error;7046
OFL247;OffLoader detected Y Channel velocity jump error;7047
OFL248;OffLoader detected Y Channel RTC overload error;7048
OFL250;OffLoader detected Top Motorize Brush Channel control error;7050
OFL251;OffLoader detected Top Motorize Brush Channel search timeout error;7051
OFL252;OffLoader detected Top Motorize Brush Channel hit limit sensor error;7052
OFL253;OffLoader detected Top Motorize Brush Channel encoder fault error;7053
OFL254;OffLoader detected Top Motorize Brush Channel driver fault error;7054
OFL255;OffLoader detected Top Motorize Brush Channel exceed software position limit error;7055
OFL256;OffLoader detected Top Motorize Brush Channel open wire fault error;7056
OFL257;OffLoader detected Top Motorize Brush Channel velocity jump error;7057
OFL258;OffLoader detected Top Motorize Brush Channel RTC overload error;7058
OFL260;OffLoader detected Bottom Motorize Brush Channel control error;7060
OFL261;OffLoader detected Bottom Motorize Brush Channel search timeout error;7061
OFL262;OffLoader detected Bottom Motorize Brush Channel hit limit sensor error;7062
OFL263;OffLoader detected Bottom Motorize Brush Channel encoder fault error;7063
OFL264;OffLoader detected Bottom Motorize Brush Channel driver fault error;7064
OFL265;OffLoader detected Bottom Motorize Brush Channel exceed software position limit error;7065
OFL266;OffLoader detected Bottom Motorize Brush Channel open wire fault error;7066
OFL267;OffLoader detected Bottom Motorize Brush Channel velocity jump error;7067
OFL268;OffLoader detected Bottom Motorize Brush Channel RTC overload error;7068
OFL302;OffLoader is Waiting for Onloader Load Material;7102
OFL305;OffLoader detected Prev Lot (Lot 1) LFs Still at Offline Press. Please remove or online back to proceed!;7105
OFL306;OffLoader is waiting Cull Bin ready;7106
OFL307;OffLoader detected Lock output failed;7107
OFS001;Out Front Segment Indexer move to HOME position failed;7801
OFS002;Out Front Segment Indexer move to STANDBY position failed;7802
OFS003;Out Front Segment Indexer move to INSPECTION START position failed;7803
OFS004;Out Front Segment Indexer move to PICKUP position failed;7804
OFS005;Out Front Segment Indexer detected OTA not at UP position;7805
OFS006;Out Front Segment Indexer detected OutPickPlacer not at UP position;7806
OFS007;Out Front Segment Indexer move to Vision Grab position failed;7807
OFS008;Out Front Segment Indexer detected Picker Y position unknown;7808
OFS009;Out Front Segment Indexer detected CleanZ not safe;7809
OFS010;Out Front Segment detected Indexer move to PRP position failed.;7810
OFS011;Out Front Segment CleanZ move to HOME position failed;7811
OFS012;Out Front Segment CleanZ commutate failed;7812
OFS013;Out Front Segment CleanZ move to CLEAN position failed;7813
OFS014;Out Front Segment detected host verify timeout.;7814
OFS015;Out Front Segment detected host verify unload timeout.;7815
OFS016;Out Front Segment Indexer move to UNIT PRESENT START position failed;7816
OFS017;Out Front Segment Indexer move to PITCH position failed;7817
OFS018;Out Front Segment Indexer move to RFID position failed;7818
OFS019;Out Front Segment detected AOI IDENTIFIER timeout.;7819
OFS020;Out Front Segment detected CleanZ Channel Control Error!;7820
OFS021;Out Front Segment detected CleanZ Channel Search Timeout Error!;7821
OFS022;Out Front Segment detected CleanZ Channel Hit Limit Sensor Error!;7822
OFS023;Out Front Segment detected CleanZ Channel Encoder Fault Error!;7823
OFS024;Out Front Segment detected CleanZ Channel Driver Fault Error!;7824
OFS025;Out Front Segment detected CleanZ Channel Exceed SW Pos Limit Error!;7825
OFS026;Out Front Segment detected CleanZ Channel Open Wire Fault Error!;7826
OFS027;Out Front Segment detected CleanZ Channel Velocity Jump Error!;7827
OFS028;Out Front Segment detected CleanZ Channel RTC Overload Error!;7828
OFS030;Out Front Segment CleanZ clear error failed;7830
OFS031;Out Front Segment TopVision move to HOME position failed;7831
OFS032;Out Front Segment TopVision commutate failed;7832
OFS033;Out Front Segment TopVision move to Vision Grab position failed;7833
OFS040;Out Front Segment detected TopVision Channel Control Error!;7840
OFS041;Out Front Segment detected TopVision Channel Search Timeout Error!;7841
OFS042;Out Front Segment detected TopVision Channel Hit Limit Sensor Error!;7842
OFS043;Out Front Segment detected TopVision Channel Encoder Fault Error!;7843
OFS044;Out Front Segment detected TopVision Channel Driver Fault Error!;7844
OFS045;Out Front Segment detected TopVision Channel Exceed SW Pos Limit Error!;7845
OFS046;Out Front Segment detected TopVision Channel Open Wire Fault Error!;7846
OFS047;Out Front Segment detected TopVision Channel Velocity Jump Error!;7847
OFS048;Out Front Segment detected TopVision Channel RTC Overload Error!;7848
OFS050;Out Front Segment TopVision clear error failed;7850
OFS051;Out Front Segment BottomVision move to HOME position failed;7851
OFS052;Out Front Segment BottomVision commutate failed;7852
OFS053;Out Front Segment BottomVision move to Vision Grab position failed;7853
OFS060;Out Front Segment detected BottomVision Channel Control Error!;7860
OFS061;Out Front Segment detected BottomVision Channel Search Timeout Error!;7861
OFS062;Out Front Segment detected BottomVision Channel Hit Limit Sensor Error!;7862
OFS063;Out Front Segment detected BottomVision Channel Encoder Fault Error!;7863
OFS064;Out Front Segment detected BottomVision Channel Driver Fault Error!;7864
OFS065;Out Front Segment detected BottomVision Channel Exceed SW Pos Limit Error!;7865
OFS066;Out Front Segment detected BottomVision Channel Open Wire Fault Error!;7866
OFS067;Out Front Segment detected BottomVision Channel Velocity Jump Error!;7867
OFS068;Out Front Segment detected BottomVision Channel RTC Overload Error!;7868
OFS070;Out Front Segment BottomVision clear error failed;7870
OFS071;Out Front Segment PRPTray Air Purge not off;7871
OFS072;Out Front Segment PRPTray Vacuum not off;7872
OFS073;Out Front Segment detected Unit Missing;7873
OFS081;Out Front Segment Top Air Blow move to OFF position failed;7881
OFS082;Out Front Segment Top Air Blow move to ON position failed;7882
OFS083;Out Front Segment Bottom Air Blow move to OFF position failed;7883
OFS084;Out Front Segment Bottom Air Blow move to ON position failed;7884
OFS085;Out Front Segment PRPTray Pin move to DOWN position failed;7885
OFS086;Out Front Segment PRPTray Pin move to UP position failed;7886
OFS087;Out Front Segment PRPTray Vacuum move to OFF position failed;7887
OFS088;Out Front Segment PRPTray Vacuum move to ON position failed;7888
OFS089;Out Front Segment PRPTray Air Purge move to OFF position failed;7889
OFS090;Out Front Segment PRPTray Air Purge move to ON position failed;7890
OFS091;Out Front Segment TopVision Brake move to OFF position failed;7891
OFS092;Out Front Segment TopVision Brake move to ON position failed;7892
OFS093;Out Front Segment BottomVision Brake move to OFF position failed;7893
OFS094;Out Front Segment BottomVision Brake move to ON position failed;7894
OFS095;Out Front Segment CleanZ Brake move to OFF position failed;7895
OFS096;Out Front Segment CleanZ Brake move to ON position failed;7896
OFS097;Out Front Segment Reset Indexer Error move to OFF position failed;7897
OFS098;Out Front Segment Reset Indexer Error move to ON position failed;7898
OFS099;Out Front Segment Not Allow Move in Auto Mode and Manual Mode;7899
OFS100;Out Front Segment Unknown LF Status;7900
OFS101;Out Front Segment inspection move to next unit fail;7901
OFS102;Out Front Segment Vision Station fail to start;7902
OFS103;Out Front Segment Vision not ready;7903
OFS104;Out Front Segment Vision fail to register motor;7904
OFS105;Out Front Segment Vision fail to get grab position;7905
OFS106;Out Front Segment Vision Inspection error;7906
OFS107;Out Front Segment Vision fail to grab image;7907
OFS108;Out Front Segment Vision timeout;7908
OFS109;Out Front Segment Vision align error;7909
OLP001;Output Load Platform Conveyor Move To Srch Sensor 1 Position Failed;8001
OLP002;Output Load Platform Conveyor Move To Srch Sensor 2 Position Failed;8002
OLP003;Output Load Platform Conveyor Move To Srch End Sensor Position Failed;8003
OLP004;Output Load Platform Roller Failed to Load Magazine;8004
OLP005;Output Load Platform Lifter Move To Down Position Failed;8005
OLP006;Output Load Platform Lifter Move To Up Position Failed;8006
OLP007;Output Load Platform Lifter Not At Down Position;8007
OLP008;Output Load Platform Lifter Not At Up Position;8008
OLP009;Output Loading Platform Open Door Button Light On Fail;8009
OLP010;Output Loading Platform Detected Magazine On Platform;8010
OLP011;Output Loading Platform Detected Platform Is Empty;8011
OLP012;Output Loading Platform PIO Load Request On Failed;8012
OLP013;Output Loading Platform PIO Load Request Off Failed;8013
OLP014;Output Loading Platform PIO Abort On Failed;8014
OLP015;Output Loading Platform PIO Abort Off Failed;8015
OLP016;Output Loading Platform PIO Ready On Failed;8016
OLP017;Output Loading Platform PIO Ready Off Failed;8017
OLP018;Output Loading Platform AGV Top Door Open Failed;8018
OLP019;Output Loading Platform AGV Top Door Close Failed;8019
OLP020;Output Loading Platform AGV Bottom Door Open Failed;8020
OLP021;Output Loading Platform AGV Bottom Door Close Failed;8021
OLP022;Output Loading Platform detected Top AGV door Not Open;8022
OLP023;Output Loading Platform detected Bottom AGV door Not Open;8023
OLP024;Output Loading Platform detected AGV Not Send TR Request please resend;8024
OLP025;Output Loading Platform detected  AGV Not Send Busy please resend;8025
OLP026;Output Loading Platform detected AGV Place Mag to Platform Timeout please retry;8026
OLP027;Output Loading Platform detected AGV Move Away from Platform Timeout please retry;8027
OLP028;Output Loading Platform detected AGV Not Send Complete please resend;8028
OME001;Output Mag Z COMMUTATE failed;8201
OME002;Output Mag Z move to HOME position failed;8202
OME003;Output Mag Z move to LOAD position failed;8203
OME004;Output Mag Z move to POST LOAD position failed;8204
OME005;Output Mag Z move to PRE UNLOAD position failed;8205
OME006;Output Mag Z move to UNLOAD position failed;8206
OME007;Output Mag Z move to FIRST SLOT position failed;8207
OME008;Output Mag Z move to SLOT position failed;8208
OME009;Output Mag Z Brake move to OFF position failed;8209
OME010;Output Mag Z Brake move to ON position failed;8210
OME011;Output Mag Y move to HOME position failed;8211
OME012;Output Mag Y move to LOAD position failed;8212
OME013;Output Mag Y move to TRACK position failed;8213
OME014;Output Mag Y move to UNLOAD position failed;8214
OME015;Output Mag Clamp Z move to HOME position failed;8215
OME016;Output Mag Clamp Z move to STANDBY position failed;8216
OME017;Output Mag Clamp Z move to CLAMP position failed;8217
OME018;Output Mag detected LF in between track;8218
OME019;Output Mag Y not at TRACK position;8219
OME020;Output Mag detected Magazine not present;8220
OME021;Output Mag detected Magazine not clamp;8221
OME022;Output Mag Z not at LOAD position;8222
OME023;Output Mag Z not at POST LOAD position;8223
OME024;Output Mag Z not at PRE UNLOAD position;8224
OME025;Output Mag Z not at UNLOAD position;8225
OME026;Output Mag detected Magazine present;8226
OME027;Output Mag detected Clamp Sensor is triggered;8227
OME028;Output Mag detected Clamp Sensor is not triggered;8228
OME029;Output Mag Z not at SLOT position;8229
OME030;Output Mag detected Unload Platform full;8230
OME031;Output Mag Z clear limit failed;8231
OME032;Output Mag request unlock timeout;8232
OME033;Output Mag detected Lot End;8233
OME034;Output Mag update Magazine Processed Info failed;8234
OME035;Output Mag detected Out Track Pusher not at Home;8235
OME036;Output Mag detected Y is not at UNLOAD position;8236
OME037;Output Mag Clamp Z move to CLAMP SEARCH position failed;8237
OME038;Output Mag Y Move Clear Platform Error! ;8238
OME039;Output Mag detected Y Not at Home Pos;8239
OME040;Output Mag detected Y Not at Load Pos;8240
OME041;Output Mag Z move to Post Unload Pos failed;8241
OME042;Output Mag detected Mag Present Sensor is Off;8242
OME043;Output Mag AGV Conveyor detected No Mag at Unload Position;8243
OME044;Output Mag detected Output Buffer Track Pusher not at safe position;8244
OME045;Output Mag detected Elev Y commutation failed;8245
OME046;Output Mag Elev Y Clear Limit sensor failed;8246
OME047;Output Mag detected door button OFF failed;8247
OME048;Output Mag detected door button ON failed;8248
OME049;Output Mag Elev Z move to PRELOAD position failed;8249
OME050;Output Mag detected Indexer at Unknown Position;8250
OME051;Output Mag Ejector move to BACKWARD position failed;8251
OME052;Output Mag Ejector move to FORWARD position failed;8252
OME053;Output Mag detected Ejector jammed;8253
OME054;Output Mag detected not at BACKWARD position;8254
OME055;Output Mag Auto Door Close Failed;8255
OME056;Output Mag Auto Door Open Failed;8256
OME057;Output Mag detected Auto Door Contact;8257
OME090;Output Mag detected Z Channel control error;8290
OME091;Output Mag detected Z Channel search time out error;8291
OME092;Output Mag detected Z Channel hit limit sensor error;8292
OME093;Output Mag detected Z Channel encoder fault error;8293
OME094;Output Mag detected Z Channel driver fault error;8294
OME095;Output Mag detected Z Channel exceed software position limit error;8295
OME096;Output Mag detected Z Channel open wire fault error;8296
OME097;Output Mag detected Z Channel velocity jump error;8297
OME098;Output Mag detected Z Channel RTC overload error;8298
OME100;Output Mag detected Y Channel control error;8300
OME101;Output Mag detected Y Channel search time out error;8301
OME102;Output Mag detected Y Channel hit limit sensor error;8302
OME103;Output Mag detected Y Channel encoder fault error;8303
OME104;Output Mag detected Y Channel driver fault error;8304
OME105;Output Mag detected Y Channel exceed software position limit error;8305
OME106;Output Mag detected Y Channel open wire fault error;8306
OME107;Output Mag detected Y Channel velocity jump error;8307
OME108;Output Mag detected Y Channel RTC overload error;8308
OME110;Output Mag detected Clamp Z Channel control error;8310
OME111;Output Mag detected Clamp Z Channel search time out error;8311
OME112;Output Mag detected Clamp Z Channel hit limit sensor error;8312
OME113;Output Mag detected Clamp Z Channel encoder fault error;8313
OME114;Output Mag detected Clamp Z Channel driver fault error;8314
OME115;Output Mag detected Clamp Z Channel exceed software position limit error;8315
